date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2006-02-07,sz.000651,0.7676854300,0.7832861500,0.7663853700,0.7741857300,0.7657353400,1685998,20114218.7000,2,0.792564,1,1.103566,13.100069,2.411546,0.381653,-7.032745,0
2006-02-08,sz.000651,0.7800360000,0.7826361200,0.7670354000,0.7696355200,0.7741857300,1559329,18529525.7700,2,0.733019,1,-0.587739,13.023074,2.397372,0.379410,-6.991411,0
2006-02-09,sz.000651,0.7689854900,0.7689854900,0.7475345000,0.7598850700,0.7696355200,1352955,15701240.2600,2,0.636005,1,-1.266897,12.858086,2.367000,0.374603,-6.902837,0
2006-02-10,sz.000651,0.7540348000,0.7748357600,0.7520847100,0.7728856700,0.7598850700,714195,8411377.3700,2,0.335733,1,1.710871,13.078070,2.407496,0.381012,-7.020936,0
2006-02-13,sz.000651,0.7670354000,0.7722356400,0.7540348000,0.7702855500,0.7728856700,339439,3965048.1200,2,0.159566,1,-0.336417,13.034073,2.399397,0.379730,-6.997316,0
2006-02-14,sz.000651,0.7709355800,0.7930366000,0.7605351000,0.7806860300,0.7702855500,4493017,53750669.8300,2,2.112104,1,1.350210,13.210061,2.431794,0.384858,-7.091794,0
2006-02-15,sz.000651,0.7852362400,0.8287882500,0.7806860300,0.8203378600,0.7806860300,5252664,66042813.4000,2,2.469203,1,5.079098,13.881013,2.555307,0.404405,-7.451994,0
2006-02-16,sz.000651,0.8138375600,0.8281382200,0.8008369600,0.8034370800,0.8203378600,4236048,53097066.0500,2,1.991307,1,-2.060224,13.595033,2.502662,0.396073,-7.298466,0
2006-02-17,sz.000651,0.7832861500,0.8300883100,0.7832861500,0.8144875900,0.8034370800,2743909,34509051.7400,2,1.289873,1,1.375405,13.782020,2.537084,0.401521,-7.398850,0
2006-02-20,sz.000651,0.8125375000,0.8450390000,0.7995369000,0.8326884300,0.8144875900,4099356,52283045.3600,2,1.927050,1,2.234643,14.089998,2.593779,0.410493,-7.564187,0
2006-02-21,sz.000651,0.8326884300,0.8326884300,0.8326884300,0.8326884300,0.8326884300,0,0.0000,2,,0,0.000000,14.089998,2.593779,0.410493,-7.564187,0
2006-02-22,sz.000651,0.8326884300,0.8326884300,0.8326884300,0.8326884300,0.8326884300,0,0.0000,2,,0,0.000000,14.089998,2.593779,0.410493,-7.564187,0
2006-02-23,sz.000651,0.8326884300,0.8326884300,0.8326884300,0.8326884300,0.8326884300,0,0.0000,2,,0,0.000000,14.089998,2.593779,0.410493,-7.564187,0
2006-02-24,sz.000651,0.8326884300,0.8326884300,0.8326884300,0.8326884300,0.8326884300,0,0.0000,2,,0,0.000000,14.089998,2.593779,0.410493,-7.564187,0
2006-02-27,sz.000651,0.8326884300,0.8326884300,0.8326884300,0.8326884300,0.8326884300,0,0.0000,2,,0,0.000000,14.089998,2.593779,0.410493,-7.564187,0
2006-02-28,sz.000651,0.8326884300,0.8326884300,0.8326884300,0.8326884300,0.8326884300,0,0.0000,2,,0,0.000000,14.089998,2.593779,0.410493,-7.564187,0
2006-03-01,sz.000651,0.8326884300,0.8326884300,0.8326884300,0.8326884300,0.8326884300,0,0.0000,2,,0,0.000000,14.089998,2.593779,0.410493,-7.564187,0
2006-03-02,sz.000651,0.8326884300,0.8326884300,0.8326884300,0.8326884300,0.8326884300,0,0.0000,2,,0,0.000000,14.089998,2.593779,0.410493,-7.564187,0
2006-03-03,sz.000651,0.8326884300,0.8326884300,0.8326884300,0.8326884300,0.8326884300,0,0.0000,2,,0,0.000000,14.089998,2.593779,0.410493,-7.564187,0
2006-03-06,sz.000651,0.8326884300,0.8326884300,0.8326884300,0.8326884300,0.8326884300,0,0.0000,2,,0,0.000000,14.089998,2.593779,0.410493,-7.564187,0
2006-03-07,sz.000651,0.8326884300,0.8326884300,0.8326884300,0.8326884300,0.8326884300,0,0.0000,2,,0,0.000000,14.089998,2.593779,0.410493,-7.564187,0
2006-03-08,sz.000651,0.6292290400,0.6467798500,0.6207786500,0.6220787100,0.8326884300,4363122,42461713.7000,2,1.614032,1,-25.292750,10.526252,1.937741,0.306668,-5.650997,0
2006-03-09,sz.000651,0.6207786500,0.6402795500,0.5915273000,0.6305291000,0.6220787100,1708874,16413616.5500,2,0.632157,1,1.358413,10.669241,1.964063,0.310834,-5.727761,0
2006-03-10,sz.000651,0.6272789500,0.6415796100,0.6266289200,0.6370294000,0.6305291000,1870766,18318283.3400,2,0.692045,1,1.030932,10.779234,1.984311,0.314039,-5.786810,0
2006-03-13,sz.000651,0.6383294600,0.6422296400,0.6305291000,0.6376794300,0.6370294000,1308576,12830588.0500,2,0.484076,1,0.102043,10.790233,1.986336,0.314359,-5.792715,0
2006-03-14,sz.000651,0.6376794300,0.6578303600,0.6246788300,0.6558802700,0.6376794300,2026178,20021435.4300,2,0.749536,1,2.854228,11.098211,2.043031,0.323332,-5.958052,0
2006-03-15,sz.000651,0.6513300600,0.6760312000,0.6467798500,0.6727810500,0.6558802700,1677433,17325999.0600,2,0.620526,1,2.576811,11.384191,2.095676,0.331663,-6.111580,0
2006-03-16,sz.000651,0.6747311400,0.6968321600,0.6695309000,0.6890318000,0.6727810500,1855246,19549961.0200,2,0.686304,1,2.415459,11.659171,2.146296,0.339674,-6.259202,0
2006-03-17,sz.000651,0.6877317400,0.7020324000,0.6844815900,0.6909818900,0.6890318000,2008081,21442292.2300,2,0.742841,1,0.283016,11.692169,2.152370,0.340636,-6.276917,0
2006-03-20,sz.000651,0.6896818300,0.7085327000,0.6805814100,0.7033324600,0.6909818900,1039339,11076146.7400,2,0.384479,1,1.787390,11.901154,2.190842,0.346724,-6.389110,0
2006-03-21,sz.000651,0.7013823700,0.7182831500,0.6890318000,0.6896818300,0.7033324600,1188254,12862128.9200,2,0.439566,1,-1.940851,11.670170,2.148321,0.339995,-6.265107,0
2006-03-22,sz.000651,0.6890318000,0.7000823100,0.6877317400,0.6890318000,0.6896818300,2101330,22379873.9200,2,0.777337,1,-0.094244,11.659171,2.146296,0.339674,-6.259202,0
2006-03-23,sz.000651,0.6890318000,0.6935820100,0.6734310800,0.6805814100,0.6890318000,2344910,24483679.8100,2,0.867443,1,-1.226416,11.516181,2.119974,0.335509,-6.182439,0
2006-03-24,sz.000651,0.6812314400,0.6955321000,0.6682308400,0.6792813500,0.6805814100,3133781,33044289.3800,2,1.159267,1,-0.191026,11.494183,2.115924,0.334868,-6.170629,0
2006-03-27,sz.000651,0.6792813500,0.6890318000,0.6591304200,0.6688808700,0.6792813500,2610532,26865789.4300,2,0.965704,1,-1.531099,11.318195,2.083527,0.329741,-6.076150,0
2006-03-28,sz.000651,0.6695309000,0.6922819500,0.6688808700,0.6877317400,0.6688808700,2347264,24671827.4900,2,0.868314,1,2.818270,11.637173,2.142246,0.339034,-6.247393,0
2006-03-29,sz.000651,0.6890318000,0.6961821300,0.6805814100,0.6916319200,0.6877317400,1822025,19367186.7000,2,0.674014,1,0.567112,11.703168,2.154395,0.340956,-6.282822,0
2006-03-30,sz.000651,0.6922819500,0.6948820700,0.6701809300,0.6753811700,0.6916319200,2593441,27217040.5700,2,0.959381,1,-2.349624,11.428188,2.103775,0.332945,-6.135199,0
2006-03-31,sz.000651,0.6727810500,0.6877317400,0.6617305400,0.6877317400,0.6753811700,1412533,14679254.3100,2,0.522533,1,1.828677,11.637173,2.142246,0.339034,-6.247393,0
2006-04-03,sz.000651,0.6890318000,0.6896818300,0.6734310800,0.6883817700,0.6877317400,2189207,22919915.6700,2,0.809845,1,0.094520,11.648172,2.144271,0.339354,-6.253298,0
2006-04-04,sz.000651,0.6890318000,0.7215333000,0.6890318000,0.7202332400,0.6883817700,3543399,38740523.0500,2,1.310795,1,4.627004,12.187134,2.243487,0.355056,-6.542638,0
2006-04-05,sz.000651,0.7215333000,0.7410342000,0.7215333000,0.7260835100,0.7202332400,3286712,36990318.2600,2,1.215840,1,0.812276,12.286127,2.261710,0.357940,-6.595782,0
2006-04-06,sz.000651,0.7267335400,0.7280336000,0.7020324000,0.7163330600,0.7260835100,2309735,25320288.2100,2,0.854431,1,-1.342879,12.121138,2.231338,0.353133,-6.507209,0
2006-04-07,sz.000651,0.7150330000,0.7280336000,0.7026824300,0.7254334800,0.7163330600,2834534,31010995.2300,2,1.048568,1,1.270412,12.275127,2.259685,0.357619,-6.589877,0
2006-04-10,sz.000651,0.7280336000,0.7663853700,0.7254334800,0.7618351600,0.7254334800,3499110,40195526.4300,2,1.294412,1,5.017925,12.891083,2.373075,0.375565,-6.920552,0
2006-04-11,sz.000651,0.7800360000,0.7923865700,0.7605351000,0.7735357000,0.7618351600,3374562,40213013.7000,2,1.248338,1,1.535831,12.538022,2.347440,0.350150,-184.195994,0
2006-04-12,sz.000651,0.7735357000,0.7787359400,0.7488345600,0.7501346200,0.7735357000,2061959,24033315.8700,2,0.762772,1,-3.025207,12.158720,2.276425,0.339557,-178.623678,0
2006-04-13,sz.000651,0.7494845900,0.7559848900,0.7150330000,0.7208832700,0.7501346200,3060767,34574910.9300,2,1.132257,1,-3.899478,11.684594,2.187656,0.326316,-171.658284,0
2006-04-14,sz.000651,0.7182831500,0.7592350400,0.7169830900,0.7585850100,0.7208832700,2504026,28441996.8600,2,0.926304,1,5.229936,12.295690,2.302069,0.343383,-180.635904,0
2006-04-17,sz.000651,0.7540348000,0.7696355200,0.7442843500,0.7468844700,0.7585850100,2411413,27930603.0900,2,0.892044,1,-1.542419,12.106040,2.266562,0.338086,-177.849746,0
2006-04-18,sz.000651,0.7540348000,0.7598850700,0.7293336600,0.7332338400,0.7468844700,1401905,15912550.1100,2,0.518601,1,-1.827677,11.884780,2.225137,0.331907,-174.599228,0
2006-04-19,sz.000651,0.7345339000,0.7462344400,0.7280336000,0.7286836300,0.7332338400,2248824,25421831.0700,2,0.831898,1,-0.620565,11.811027,2.211328,0.329847,-173.515722,0
2006-04-20,sz.000651,0.7293336600,0.7442843500,0.7254334800,0.7280336000,0.7286836300,2724871,30666257.9400,2,1.008001,1,-0.089208,11.800491,2.209355,0.329553,-173.360936,0
2006-04-21,sz.000651,0.7280336000,0.7637852500,0.7189331800,0.7605351000,0.7280336000,4163407,47478252.6200,2,1.540152,1,4.464286,12.327299,2.307987,0.344265,-181.100263,0
2006-04-24,sz.000651,0.7605351000,0.7605351000,0.7208832700,0.7234833900,0.7605351000,4672018,52519189.9900,2,1.728301,1,-4.871792,11.726738,2.195547,0.327493,-172.277430,0
2006-04-25,sz.000651,0.7247834500,0.7247834500,0.6708309600,0.6760312000,0.7234833900,5344747,56782780.3300,2,1.977161,1,-6.558854,10.957599,2.051544,0.306014,-160.978012,0
2006-04-26,sz.000651,0.6779812900,0.7234833900,0.6779812900,0.6968321600,0.6760312000,5891040,62872442.0000,2,2.179249,1,3.076929,10.669421,2.031274,0.292081,29.750064,0
2006-04-27,sz.000651,0.6955321000,0.7013823700,0.6786313200,0.6851316200,0.6968321600,4094783,43205069.4000,2,1.514767,1,-1.679107,10.490270,1.997167,0.287177,29.250529,0
2006-04-28,sz.000651,0.6825315000,0.7111328200,0.6747311400,0.7000823100,0.6851316200,3835416,41207569.5400,2,1.418820,1,2.182168,10.719185,2.040749,0.293443,29.888824,0
2006-05-08,sz.000651,0.7052825500,0.7299836900,0.6929319800,0.7280336000,0.7000823100,11036802,120494751.2600,2,4.082800,1,3.992566,11.147156,2.122227,0.305159,31.082157,0
2006-05-09,sz.000651,0.7312837500,0.7819860900,0.7312837500,0.7585850100,0.7280336000,8892226,103739278.0700,2,3.289466,1,4.196431,11.614938,2.211285,0.317965,32.386497,0
2006-05-10,sz.000651,0.7650853100,0.7670354000,0.7312837500,0.7371340200,0.7585850100,12406373,141572944.6500,2,4.589440,1,-2.827763,11.286495,2.148755,0.308974,31.470683,0
2006-05-11,sz.000651,0.7371340200,0.7371340200,0.7371340200,0.7371340200,0.7371340200,0,0.0000,2,,0,0.000000,11.286495,2.148755,0.308974,31.470683,0
2006-05-12,sz.000651,0.7156830300,0.7286836300,0.6974821900,0.7215333000,0.7371340200,11336604,124333267.6700,2,4.193705,1,-2.116400,11.047628,2.103278,0.302435,30.804637,0
2006-05-15,sz.000651,0.7345339000,0.7397341400,0.6942320400,0.7215333000,0.7215333000,18228487,197930640.1200,2,6.743191,1,0.000000,11.047628,2.103278,0.302435,30.804637,0
2006-05-16,sz.000651,0.7221833300,0.7637852500,0.6994322800,0.7468844700,0.7215333000,20444711,231206319.2400,2,7.563030,1,3.513508,11.435788,2.177177,0.313061,31.886962,0
2006-05-17,sz.000651,0.7475345000,0.7670354000,0.7345339000,0.7579349800,0.7468844700,15890490,184264136.9200,2,5.878305,1,1.479548,11.604986,2.209390,0.317692,32.358745,0
2006-05-18,sz.000651,0.7585850100,0.8008369600,0.7442843500,0.7878363600,0.7579349800,18504420,223385088.9000,2,6.845266,1,3.945112,12.062815,2.296553,0.330226,33.635334,0
2006-05-19,sz.000651,0.7995369000,0.8151376200,0.7735357000,0.7988868700,0.7878363600,15355287,186261504.9700,2,5.680320,1,1.402641,12.232013,2.328765,0.334858,34.107116,0
2006-05-22,sz.000651,0.8060372000,0.8391887300,0.8060372000,0.8333384600,0.7988868700,19758377,251052537.8100,2,7.309137,1,4.312447,12.759513,2.429192,0.349298,35.577968,0
2006-05-23,sz.000651,0.8255381000,0.8255381000,0.7735357000,0.7735357000,0.8333384600,10944570,133745844.6100,2,4.048681,1,-7.176288,11.843853,2.254866,0.324232,33.024791,0
2006-05-24,sz.000651,0.7741857300,0.7949866900,0.7475345000,0.7592350400,0.7735357000,10722517,126277543.6700,2,3.966538,1,-1.848734,11.624891,2.213179,0.318237,32.414249,0
2006-05-25,sz.000651,0.7605351000,0.7754857900,0.7559848900,0.7683354600,0.7592350400,4799535,56523808.0200,2,1.775473,1,1.198625,11.764231,2.239707,0.322052,32.802776,0
2006-05-26,sz.000651,0.7670354000,0.7884863900,0.7670354000,0.7787359400,0.7683354600,6865949,82249076.9400,2,2.539893,1,1.353637,11.923476,2.270025,0.326411,33.246807,0
2006-05-29,sz.000651,0.7800360000,0.7917365400,0.7683354600,0.7806860300,0.7787359400,8077705,96711566.6700,2,2.988153,1,0.250423,11.953334,2.275709,0.327229,33.330062,0
2006-05-30,sz.000651,0.7819860900,0.7852362400,0.7579349800,0.7722356400,0.7806860300,8093380,95820219.0500,2,2.993952,1,-1.082432,11.823948,2.251076,0.323687,32.969287,0
2006-05-31,sz.000651,0.7702855500,0.7897864500,0.7650853100,0.7722356400,0.7722356400,6944356,83097188.0500,2,2.568898,1,0.000000,11.823948,2.251076,0.323687,32.969287,0
2006-06-01,sz.000651,0.7728856700,0.7904364800,0.7670354000,0.7897864500,0.7722356400,8819550,105894262.8100,2,3.262581,1,2.272723,12.092674,2.302237,0.331043,33.718589,0
2006-06-02,sz.000651,0.7930366000,0.8495892100,0.7865363000,0.8229379800,0.7897864500,17099481,215765368.1100,2,6.325543,1,4.197533,12.600267,2.398874,0.344939,35.133938,0
2006-06-05,sz.000651,0.8222879500,0.8339884900,0.7995369000,0.8320384000,0.8229379800,8805619,110871558.4900,2,3.257427,1,1.105848,12.739607,2.425402,0.348753,35.522465,0
2006-06-06,sz.000651,0.8268381600,0.8365886100,0.8092873500,0.8144875900,0.8320384000,6067792,76616405.9600,2,2.244634,1,-2.109379,12.470881,2.374241,0.341397,34.773163,0
2006-06-07,sz.000651,0.8118874700,0.8118874700,0.7507846500,0.7514346800,0.8144875900,8166294,98055909.9400,2,3.020924,1,-7.741416,11.505457,2.190441,0.314968,32.081226,0
2006-06-08,sz.000651,0.7468844700,0.7605351000,0.7358339600,0.7527347400,0.7514346800,6008914,69327048.0500,2,2.222853,1,0.173006,11.525363,2.194231,0.315513,32.136730,0
2006-06-09,sz.000651,0.7572849500,0.7676854300,0.7345339000,0.7351839300,0.7527347400,6131676,70444845.6700,2,2.268266,1,-2.331602,11.256637,2.143070,0.308156,31.387428,0
2006-06-12,sz.000651,0.7319337800,0.7559848900,0.7254334800,0.7553348600,0.7351839300,5717918,65734855.0800,2,2.115207,1,2.740932,11.565174,2.201810,0.316603,32.247737,0
2006-06-13,sz.000651,0.7553348600,0.7897864500,0.7553348600,0.7819860900,0.7553348600,8252585,98358977.4600,2,3.052846,1,3.528398,11.973240,2.279499,0.327774,33.385566,0
2006-06-14,sz.000651,0.7800360000,0.7819860900,0.7670354000,0.7741857300,0.7819860900,2581707,30757867.5100,2,0.955041,1,-0.997505,11.853806,2.256761,0.324504,33.052543,0
2006-06-15,sz.000651,0.7754857900,0.8099373800,0.7754857900,0.7852362400,0.7741857300,4082804,49968245.2000,2,1.510335,1,1.427373,12.023004,2.288973,0.329136,33.524326,0
2006-06-16,sz.000651,0.7891364200,0.8040871100,0.7806860300,0.7891364200,0.7852362400,5150834,62660612.9200,2,1.905427,1,0.496692,12.082721,2.300342,0.330771,33.690838,0
2006-06-19,sz.000651,0.7852362400,0.8099373800,0.7800360000,0.7988868700,0.7891364200,5102434,62735909.9100,2,1.887523,1,1.235582,12.232013,2.328765,0.334858,34.107116,0
2006-06-20,sz.000651,0.8008369600,0.8177377400,0.7956367200,0.8014869900,0.7988868700,4506455,55667827.0400,2,1.667055,1,0.325468,12.271824,2.336344,0.335948,34.218124,0
2006-06-21,sz.000651,0.8014869900,0.8112374400,0.7832861500,0.7871863300,0.8014869900,3935361,47848606.0100,2,1.455792,1,-1.784268,12.052862,2.294658,0.329953,33.607582,0
2006-06-22,sz.000651,0.7852362400,0.7917365400,0.7793859700,0.7826361200,0.7871863300,2886075,34771931.9400,2,1.067634,1,-0.578032,11.983193,2.281394,0.328046,33.413318,0
2006-06-23,sz.000651,0.7800360000,0.7904364800,0.7800360000,0.7891364200,0.7826361200,2883129,34891958.7300,2,1.066544,1,0.830568,12.082721,2.300342,0.330771,33.690838,0
2006-06-26,sz.000651,0.7917365400,0.8274881900,0.7917365400,0.8183877700,0.7891364200,7568448,94738039.7400,2,2.799766,1,3.706753,12.530598,2.385610,0.343032,34.939674,0
2006-06-27,sz.000651,0.8222879500,0.8287882500,0.8073372600,0.8229379800,0.8183877700,4371625,54979836.4500,2,1.617178,1,0.555994,12.600267,2.398874,0.344939,35.133938,0
2006-06-28,sz.000651,0.8242380400,0.8547894500,0.8209878900,0.8411388200,0.8229379800,8624388,112097675.0900,2,3.190385,1,2.211688,12.878946,2.451930,0.352568,35.910992,0
2006-06-29,sz.000651,0.8411388200,0.9061418200,0.8385387000,0.8950913100,0.8411388200,12206032,165667244.4400,2,4.515329,1,6.414227,13.705030,2.609202,0.375182,38.214401,0
2006-06-30,sz.000651,0.8950913100,0.9035417000,0.8840408000,0.8931412200,0.8950913100,7361605,101090645.8200,2,2.723249,1,-0.217870,13.675172,2.603518,0.374365,38.131146,0
2006-07-03,sz.000651,0.8924911900,0.9217425400,0.8892410400,0.9119920900,0.8931412200,5693951,79844581.2000,2,2.106340,1,2.110626,13.963803,2.658468,0.382266,38.935951,0
2006-07-04,sz.000651,0.9100420000,0.9165423000,0.8905411000,0.8957413400,0.9119920900,6935509,95992286.5800,2,2.565625,1,-1.781896,13.714983,2.611097,0.375455,38.242153,0
2006-07-05,sz.000651,0.9100420000,0.9379932900,0.8957413400,0.9321430200,0.8957413400,10924092,155600279.9700,2,4.041106,1,4.063864,14.272341,2.717208,0.390713,39.796261,0
2006-07-06,sz.000651,0.9405934100,0.9587942500,0.9262927500,0.9490438000,0.9321430200,6976320,100635100.8700,2,2.580722,1,1.813112,14.531114,2.766474,0.397797,40.517811,0
2006-07-07,sz.000651,0.9516439200,0.9574941900,0.9308429600,0.9503438600,0.9490438000,6347987,92208660.2900,2,2.348285,1,0.136983,14.551020,2.770264,0.398342,40.573315,0
2006-07-10,sz.000651,0.9594442800,0.9945459000,0.9594442800,0.9886956300,0.9503438600,9950610,149892074.3600,2,3.680989,1,4.035569,15.138236,2.882060,0.414417,42.210679,0
2006-07-11,sz.000651,0.9896894800,0.9987048700,0.9416074000,0.9606398900,0.9886877700,14689906,140686364.6500,2,3.622785,1,-2.836877,14.317129,2.725735,0.391939,39.921145,0
2006-07-12,sz.000651,0.9566330500,0.9676518600,0.9396039800,0.9576347600,0.9606398900,9679447,91782556.4800,2,2.387119,1,-0.312823,14.272341,2.717208,0.390713,39.796261,0
2006-07-13,sz.000651,0.9556313400,0.9566330500,0.8614706000,0.8614706000,0.9576347600,18624706,166795112.8800,2,4.593175,1,-10.041840,12.839135,2.444351,0.351478,35.799984,0
2006-07-14,sz.000651,0.8584654700,0.8965304500,0.8414364000,0.8795013800,0.8614706000,9788807,85401466.9700,2,2.414089,1,2.093016,13.107861,2.495511,0.358834,36.549286,0
2006-07-17,sz.000651,0.8784996700,0.8995355800,0.8714877000,0.8905201900,0.8795013800,5487051,48536019.9300,2,1.353202,1,1.252854,13.272083,2.526776,0.363330,37.007193,0
2006-07-18,sz.000651,0.8905201900,0.8925236100,0.8604688900,0.8744928300,0.8905201900,6342067,55353741.4100,2,1.564064,1,-1.799784,13.033215,2.481300,0.356791,36.341146,0
2006-07-19,sz.000651,0.8714877000,0.8714877000,0.8424381100,0.8434398200,0.8744928300,6626924,56355199.5700,2,1.634314,1,-3.550968,12.570409,2.393190,0.344121,35.050682,0
2006-07-20,sz.000651,0.8454432400,0.8594671800,0.8344244300,0.8524552100,0.8434398200,3732176,31676564.8600,2,0.920419,1,1.068885,12.704772,2.418770,0.347800,35.425333,0
2006-07-21,sz.000651,0.8514535000,0.8634740200,0.8474466600,0.8524552100,0.8524552100,3259462,27828430.4100,2,0.803840,1,0.000000,12.704772,2.418770,0.347800,35.425333,0
2006-07-24,sz.000651,0.8444415300,0.8444415300,0.8264107500,0.8344244300,0.8524552100,4642101,38586239.5500,2,1.144823,1,-2.115162,12.436046,2.367609,0.340443,34.676031,0
2006-07-25,sz.000651,0.8344244300,0.8544586300,0.8264107500,0.8544586300,0.8344244300,12399702,103707536.5800,2,3.057981,1,2.400958,12.734630,2.424455,0.348617,35.508589,0
2006-07-26,sz.000651,0.8564620500,0.8865133500,0.8564620500,0.8815048000,0.8544586300,11289433,98571263.0200,2,2.784170,1,3.165304,13.137720,2.501196,0.359652,36.632542,0
2006-07-27,sz.000651,0.8815048000,0.8895184800,0.8674808600,0.8805030900,0.8815048000,8201886,71899495.1800,2,2.022727,1,-0.113639,13.122790,2.498354,0.359243,36.590914,0
2006-07-28,sz.000651,0.8764962500,0.8815048000,0.8514535000,0.8614706000,0.8805030900,5918495,50912766.0800,2,1.459603,1,-2.161542,12.839135,2.444351,0.351478,35.799984,0
2006-07-31,sz.000651,0.8554603400,0.8564620500,0.8113851000,0.8163936500,0.8614706000,5298336,44088291.9000,2,1.306661,1,-5.232567,12.167320,2.316449,0.333087,33.926729,0
2006-08-01,sz.000651,0.8163936500,0.8304175900,0.8133885200,0.8214022000,0.8163936500,4600181,37594694.0600,2,1.134484,1,0.613499,12.241966,2.330660,0.335130,34.134868,0
2006-08-02,sz.000651,0.8294158800,0.8294158800,0.8033714200,0.8143902300,0.8214022000,3188380,25901410.9100,2,0.786310,1,-0.853655,12.137461,2.310764,0.332269,33.843473,0
2006-08-03,sz.000651,0.8153919400,0.8294158800,0.8133885200,0.8193987800,0.8143902300,1920266,15722668.1700,2,0.473571,1,0.615008,12.212108,2.324975,0.334313,34.051613,0
2006-08-04,sz.000651,0.8204004900,0.8314193000,0.8073782600,0.8083799700,0.8193987800,3410615,27935808.3700,2,0.841117,1,-1.344751,12.047886,2.293710,0.329817,33.593706,0
2006-08-07,sz.000651,0.8043731300,0.8043731300,0.7813338000,0.7813338000,0.8083799700,3477969,27372075.7200,2,0.857727,1,-3.345719,11.644797,2.216969,0.318782,32.469753,0
2006-08-08,sz.000651,0.7893474800,0.8043731300,0.7823355100,0.8003662900,0.7813338000,3769795,29865804.2400,2,0.929697,1,2.435892,11.571147,2.122811,0.290400,4.163783,0
2006-08-09,sz.000651,0.8023697100,0.8063765500,0.7873440600,0.7933543200,0.8003662900,2926576,23218662.9600,2,0.721744,1,-0.876091,11.469773,2.104213,0.287856,4.127304,0
2006-08-10,sz.000651,0.7963594500,0.8214022000,0.7953577400,0.8193987800,0.7933543200,4198614,34069195.5300,2,1.035451,1,3.282831,11.846306,2.173291,0.297306,4.262796,0
